Accident Level,Potential Accident Level,Genre,Countries_Country_01,Countries_Country_02,Countries_Country_03,Local_Local_01,Local_Local_02,Local_Local_03,Local_Local_04,Local_Local_05,Local_Local_06,Local_Local_07,Local_Local_08,Local_Local_09,Local_Local_10,Local_Local_11,Local_Local_12,Industry Sector_Metals,Industry Sector_Mining,Industry Sector_Others,Employee or Third Party_Employee,Employee or Third Party_Third Party,Employee or Third Party_Third Party (Remote),"Critical Risk_
Not applicable",Critical Risk_Bees,Critical Risk_Blocking and isolation of energies,Critical Risk_Burn,Critical Risk_Chemical substances,Critical Risk_Confined space,Critical Risk_Cut,Critical Risk_Electrical Shock,Critical Risk_Electrical installation,Critical Risk_Fall,Critical Risk_Fall prevention,Critical Risk_Fall prevention (same level),Critical Risk_Individual protection equipment,Critical Risk_Liquid Metal,Critical Risk_Machine Protection,Critical Risk_Manual Tools,Critical Risk_Others,Critical Risk_Plates,Critical Risk_Poll,Critical Risk_Power lock,Critical Risk_Pressed,Critical Risk_Pressurized Systems,Critical Risk_Pressurized Systems / Chemical Substances,Critical Risk_Projection,Critical Risk_Projection of fragments,Critical Risk_Projection/Burning,Critical Risk_Projection/Choco,Critical Risk_Projection/Manual Tools,Critical Risk_Suspended Loads,Critical Risk_Traffic,Critical Risk_Vehicles and Mobile Equipment,Critical Risk_Venomous Animals,Critical Risk_remains of choco,cv_02 2017 10,cv_02 employe insid,cv_02 sting belli,cv_02bp0166 chang intern,cv_031 remov suction,cv_04 member wca,cv_10 50 approxim,cv_10m impact basket,cv_10mx0 40m impact,cv_13 40 hour,cv_15mx0 10m impact,cv_1710 cx 018,cv_18 40 hour,cv_1st degre burn,cv_20mx1 10mx0 40m,cv_2mx0 15mx0 10m,cv_2nd finger left,cv_350 meter main,cv_37km accord inthinc,cv_40 hour mr,cv_40m impact ampoload,cv_4288 unexpectedli climb,cv_50 kv lt,cv_50 meter look,cv_500 kg 20mx1,cv_5th finger right,cv_878 return citi,cv_903 licens plate,cv_access aripuan area,cv_access divin assist,cv_access machet moment,cv_access posit ramp,cv_accid drill assist,cv_accid employe use,cv_accid truck travel,cv_accid welder use,cv_accid worker use,cv_accid worker wear,cv_accord inthinc width,cv_acid leach stage,cv_acid spill line,cv_activ carri pump,cv_activ chuteo ore,cv_activ employe evalu,cv_activ encount ciliari,cv_activ evacu refug,cv_activ farm mr,cv_activ follow normal,cv_activ fz1 031,cv_activ next day,cv_activ paralyz employe,cv_activ remov coil,cv_activ safeti cone,cv_ahk 903 licens,cv_alert indic detector,cv_allerg reaction activ,cv_allerg reaction continu,cv_allerg reaction return,cv_ampoload team part,cv_ampoload team stand,cv_anfoload cabin protect,cv_anfoload front work,cv_anoth insid shallow,cv_appar loud sound,cv_appear presenc rock,cv_approx 500 kg,cv_approx kg 2mx0,cv_approxim 45 pm,cv_approxim meter high,cv_approxim nv 1880,cv_approxim one meter,cv_area allerg reaction,cv_area approxim meter,cv_area exit radiu,cv_area loud sound,cv_area peopl pass,cv_area proceed leav,cv_area stop got,cv_area supervis activ,cv_area verifi type,cv_aripuan area stop,cv_assist attack snake,cv_assist wear safeti,cv_attack allerg reaction,cv_attack bee breno,cv_attack consequ suffer,cv_attack maribondo bitten,cv_attack snake suffer,cv_avoid sting ran,cv_away area verifi,cv_away box quickli,cv_away place clerk,cv_back helper basket,cv_back left hand,cv_back right hand,cv_back vehicl move,cv_bank 4288 unexpectedli,cv_base rod holder,cv_base tower previous,cv_basket back helper,cv_basket suspend height,cv_bee breno attack,cv_bee carton reaction,cv_bee excit realiz,cv_beehiv due movement,cv_belli jehovah hand,cv_belt complet epp,cv_big bag contain,cv_bite neck attack,cv_bite thorn face,cv_block injur oper,cv_block rock detach,cv_blow releas load,cv_blow right knee,cv_bolt project pulp,cv_boot suffer polyontus,cv_box quickli possibl,cv_branch attack maribondo,cv_breno attack consequ,cv_bump top field,cv_burn right hand,cv_cabin protect rop,cv_cabl guard pass,cv_cabl warehous help,cv_car moment blow,cv_carbon steel pipe,cv_carri field inspect,cv_carri pump hous,cv_carri sediment collect,cv_carton reaction move,cv_caus 1st degre,cv_caus blunt cut,cv_caus cut 4th,cv_caus describ injuri,cv_caus fall level,cv_caus fractur distal,cv_caus injuri describ,cv_caus injuri left,cv_caus injuri time,cv_caus injuri worker,cv_caus irrit eye,cv_caus lose balanc,cv_caus minor burn,cv_caus slight excori,cv_caus staff throw,cv_caus superfici cut,cv_caus superfici injuri,cv_caus wound right,cv_center local treatment,cv_chang intern hose,cv_chuck rotat unit,cv_chuteo ore hopper,cv_ciliari forest need,cv_circumst ahk 903,cv_circumst two worker,cv_circumst worker compani,cv_circumst worker prepar,cv_citi pasco unit,cv_civilian vehicl make,cv_clean immedi medic,cv_clear activ fz1,cv_clerk wear girdl,cv_climb oper access,cv_close gate moment,cv_cma carri field,cv_cocada mesh impact,cv_cocada support mesh,cv_coil bee excit,cv_coil electr cabl,cv_collabor caus injuri,cv_collabor refer medic,cv_collabor time event,cv_collabor use safeti,cv_collabor went nearbi,cv_collect current south,cv_collect point anoth,cv_commun supervisor evacu,cv_compani impromec hot,cv_compani leandro jehov,cv_complet leav forest,cv_complet weld work,cv_compos 04 member,cv_compos felip divino,cv_conduct inspect evalu,cv_cone warn side,cv_consequ suffer 02,cv_consult 350 meter,cv_continu work normal,cv_correspond electr discharg,cv_could continu activ,cv_cro 861 south,cv_crown piec rock,cv_current south mata,cv_da silva attack,cv_de energ 90,cv_de morai normal,cv_describ injuri time,cv_describ time accid,cv_design place finger,cv_design solut heat,cv_detach wall gabl,cv_detector storm evacu,cv_direct flow cover,cv_disabl de energ,cv_discharg cabl guard,cv_distanc five meter,cv_divin assist attack,cv_divin realiz open,cv_divino de morai,cv_drainag follow state,cv_drainag saw bee,cv_drainag serra garrot,cv_driver turn sharpli,cv_due movement coil,cv_due orang alert,cv_electr cabl warehous,cv_electr discharg cabl,cv_employe continu activ,cv_employe insid fenc,cv_employe partner compani,cv_employe perform mainten,cv_employe rcio rgio,cv_employe reach left,cv_employe refer hospit,cv_employe report feel,cv_employe report perform,cv_employe report tri,cv_employe report upon,cv_employe right hand,cv_employe taken hospit,cv_employe time accid,cv_employe use leather,cv_employe use ppe,cv_employe use respect,cv_employe use rubber,cv_empresa serv supervis,cv_encount ciliari forest,cv_enter forest area,cv_enter forest verifi,cv_equip 11 45,cv_equip anfoload cabin,cv_equip anfoload front,cv_equip hopper fill,cv_equip left area,cv_evacu last 02,cv_evacu medic center,cv_evacu refug due,cv_evalu activ carri,cv_evalu geolog point,cv_event collabor use,cv_excav area approxim,cv_excit realiz fact,cv_execut soil sampl,cv_exit radiu attack,cv_explos use equip,cv_eye caus discomfort,cv_eye caus irrit,cv_eyewash clean immedi,cv_f1t 878 return,cv_fact oper turn,cv_farm mr zaro,cv_feel pain could,cv_felip divino de,cv_fenc area loud,cv_fenc area supervis,cv_field evalu geolog,cv_field hat branch,cv_field inspect upper,cv_fifth finger right,cv_fill first car,cv_finger left hand,cv_finger press metal,cv_finger right hand,cv_first car moment,cv_first degre burn,cv_first finger left,cv_five meter vehicl,cv_flang bolt project,cv_floor caus injuri,cv_floor occup vehicl,cv_floor time accid,cv_flow cover mud,cv_flow suddenli appear,cv_follow gp near,cv_follow normal event,cv_follow road surpris,cv_follow state highway,cv_foot caus injuri,cv_foot time accid,cv_fop time accid,cv_forehead moment move,cv_forest access divin,cv_forest area allerg,cv_forest need enter,cv_forest verifi rock,cv_forklift truck oper,cv_fragment personnel direct,cv_fragment rock slide,cv_frame caus injuri,cv_front divin realiz,cv_front load activ,cv_front part floor,cv_front work sustain,cv_fz1 031 remov,cv_gabl approx 500,cv_garrot team compos,cv_gate lane invad,cv_gener describ injuri,cv_gener injuri time,cv_gener lesion describ,cv_geolog map activ,cv_geolog point follow,cv_geolog reconnaiss activ,cv_girdl goggl still,cv_give access aripuan,cv_glove left hand,cv_glove time accid,cv_glove would enter,cv_goe medic center,cv_goggl still wear,cv_got vehicl see,cv_gp near drainag,cv_ground equip anfoload,cv_guard pass old,cv_hand caus injuri,cv_hand caus superfici,cv_hand gener describ,cv_hand gener lesion,cv_hand metal structur,cv_hand time accid,cv_hand verifi type,cv_hat branch attack,cv_heat toward employe,cv_heavi equip oper,cv_height 20 meter,cv_height 60 meter,cv_height moment later,cv_helmet chin strap,cv_helmet safeti boot,cv_help forklift truck,cv_helper basket suspend,cv_high remain posit,cv_highway give access,cv_hit back right,cv_hit collabor hand,cv_hit distal phalanx,cv_hit face caus,cv_hit left foot,cv_hit left hand,cv_hit middl finger,cv_hit palm left,cv_hit right forearm,cv_hit right shoulder,cv_hold right hand,cv_hopper fill first,cv_hopper op5 oper,cv_hopper truck time,cv_hose ruptur tube,cv_hospit went medic,cv_hot melt work,cv_hous thermal recoveri,cv_hous ustul steam,cv_hurri back vehicl,cv_immedi medic center,cv_impact ampoload team,cv_impact basket back,cv_impact two collabor,cv_imprison left hand,cv_impromec hot melt,cv_index finger left,cv_index finger right,cv_indic detector storm,cv_initi posit hit,cv_injur oper ampoload,cv_injur person right,cv_injur person use,cv_injuri describ time,cv_injuri left hand,cv_injuri ring finger,cv_injuri time accid,cv_insid fenc area,cv_insid shallow drainag,cv_inspect evalu activ,cv_inspect upper bank,cv_intern hose ruptur,cv_inthinc width road,cv_introduc inner pipe,cv_invad civilian vehicl,cv_jehov nio move,cv_jehovah hand verifi,cv_kg 20mx1 10mx0,cv_kg 2mx0 15mx0,cv_kg weight place,cv_kv lt disabl,cv_lane invad civilian,cv_last 02 employe,cv_last profil base,cv_later block rock,cv_leandro jehov nio,cv_leav forest access,cv_leav work area,cv_left area peopl,cv_left arm uniform,cv_left eye caus,cv_left foot caus,cv_left foot collabor,cv_left foot height,cv_left forearm caus,cv_left hand bar,cv_left hand caus,cv_left hand employe,cv_left hand gener,cv_left hand oper,cv_left hand time,cv_left leg collabor,cv_left leg slide,cv_leg caus injuri,cv_lesion describ time,cv_level 2995 access,cv_level 3450 tajo,cv_level 3490 galleri,cv_licens plate empresa,cv_littl finger left,cv_load explos use,cv_load hit distal,cv_load mud flow,cv_local underground mine,cv_locat citi pasco,cv_locomot 15 oper,cv_locomot park equip,cv_look safe area,cv_lose balanc fall,cv_loud sound heard,cv_loud sound would,cv_lt disabl de,cv_machet moment took,cv_made use safeti,cv_main gate lane,cv_mainten peristalt pump,cv_make driver turn,cv_make geolog map,cv_manoel da silva,cv_maperu truck plate,cv_mason assist jump,cv_mata target drainag,cv_medic center attent,cv_medic center local,cv_medic servic evalu,cv_melt work pipe,cv_member wca compani,cv_metal grate grate,cv_metal mesh basket,cv_metal piec move,cv_metal structur caus,cv_meter activ safeti,cv_meter high remain,cv_meter look safe,cv_meter main gate,cv_meter vehicl follow,cv_middl finger left,cv_minor scoria injuri,cv_moment blow releas,cv_moment later block,cv_moment maperu truck,cv_moment move away,cv_moment took bite,cv_morai normal activ,cv_move away area,cv_move away box,cv_move away place,cv_move one collect,cv_movement coil bee,cv_mr orlando boltec,cv_mr zaro team,cv_mud flow suddenli,cv_near drainag follow,cv_nearbi eyewash clean,cv_neck attack allerg,cv_neck quickli hurri,cv_need activ employe,cv_need enter forest,cv_nio bump top,cv_nio move one,cv_normal activ encount,cv_normal work complet,cv_notic beehiv due,cv_nv 1880 cx,cv_occup vehicl made,cv_old 50 kv,cv_one collect point,cv_one hand glove,cv_op5 oper locomot,cv_open access machet,cv_oper access posit,cv_oper ampoload team,cv_oper design solut,cv_oper gener describ,cv_oper locomot park,cv_oper notic beehiv,cv_oper scissor 187,cv_oper scissor bolter,cv_oper turn equip,cv_oper use safeti,cv_orang alert indic,cv_ore hopper op5,cv_outcrop front divin,cv_oxyfuel equip 11,cv_pain could continu,cv_palm left hand,cv_palm right hand,cv_park cruis 320,cv_park equip dumper,cv_park equip hopper,cv_park level 2995,cv_park light engin,cv_park none suffer,cv_park proceed ore,cv_park van next,cv_park window close,cv_part beak bounc,cv_part block injur,cv_part cabl broke,cv_part call rear,cv_part cat index,cv_part ceremoni throw,cv_part crown piec,cv_part floor occup,cv_particl left eye,cv_particl one reach,cv_particl rock fall,cv_partner compani gr,cv_partner compani sf,cv_partner find decid,cv_partner hit structur,cv_partner knee immedi,cv_partner place killer,cv_partner prepar move,cv_partner put pressur,cv_partner remov suction,cv_partner safeti len,cv_partner slip hand,cv_partner stretch camera,cv_partner stuck gabl,cv_partner suffer attrit,cv_pasco cut last,cv_pasco last profil,cv_pasco unit transport,cv_pass behind partner,cv_pass box contact,cv_pass cep 403,cv_pass chang track,cv_pass cocada mesh,cv_pass cocada support,cv_pass corner front,cv_pass emerg shower,cv_pass equip stop,cv_pass facila hood,cv_pass hand stacker,cv_pass level 3140,cv_pass neck collar,cv_pass old tower,cv_pass open mesh,cv_pass stair without,cv_pass stump robson,cv_pass tubo pvc,cv_passag valv 54,cv_past fill plant,cv_pastur graze recent,cv_path hammer caus,cv_patrol car goe,cv_patrol car leav,cv_patrol car remain,cv_patrol car tilt,cv_patron feast repres,cv_paulo oper filter,cv_paulo put seat,cv_paulo silva month,cv_paus togeth two,cv_pb clean moment,cv_pead geomembran blanket,cv_pear pipett came,cv_pedest approxim height,cv_pedro releas brake,cv_pedro second line,cv_peel pull sheet,cv_pen caus injuri,cv_pen left hand,cv_pendulum movement strike,cv_pentacord crown tri,cv_penultim bolt identifi,cv_penultim car derail,cv_peopl attend public,cv_peopl carri truck,cv_peopl pass stung,cv_peopl tri collect,cv_per block fall,cv_perceiv discomfort fog,cv_perceiv slip water,cv_perceiv spark rock,cv_percuss attempt free,cv_percuss gener movement,cv_perfor left foot,cv_perfor moment glove,cv_perfor part two,cv_perfor pipe locat,cv_perform clean activ,cv_perform geolog map,cv_perform pump pipe,cv_perform routin activ,cv_perform soil collect,cv_perform truck unload,cv_peristalt pump 02bp0166,cv_person right hand,cv_personnel direct flow,cv_piec design place,cv_piec rock approx,cv_pillar support oven,cv_pilot longer drive,cv_pilot tri locat,cv_pilot wear safeti,cv_pin anchor drill,cv_pin cylind came,cv_pin helic support,cv_pin mechan right,cv_pin moment frame,cv_pin right shoe,cv_pin tractor d6t,cv_pink team mesh,cv_pink thumb right,cv_pipe 069 subsequ,cv_pipe 100 meter,cv_pipe 50m long,cv_pipe action gener,cv_pipe assist hand,cv_pipe attach band,cv_pipe caus fall,cv_pipe chain stand,cv_pipe cheekbon eyelid,cv_pipe clear activ,cv_pipe come pulley,cv_pipe come support,cv_pipe complet person,cv_pipe connect draw,cv_pipe diamet 14,cv_pipe diamet employe,cv_pipe diamet instal,cv_pipe diamet pick,cv_pipe diamet two,cv_pipe drill assist,cv_pipe driller without,cv_pipe employe boot,cv_pipe empti without,cv_pipe fine materi,cv_pipe fit pipe,cv_pipe flang twist,cv_pipe floor rise,cv_pipe form arc,cv_pipe fourth step,cv_pipe gener lesion,cv_pipe get stuck,cv_pipe hdp pipe,cv_pipe hdpe materi,cv_pipe height 10,cv_pipe hook right,cv_pipe impact lip,cv_pipe impact two,cv_pipe impact worker,cv_pipe imprison injur,cv_pipe imprison structur,cv_pipe line driller,cv_pipe loader uncov,cv_pipe locat scaffold,cv_pipe mark activ,cv_pipe pipe 100,cv_pipe place hand,cv_pipe present rubber,cv_pipe press left,cv_pipe pump hous,cv_pipe pvc 14,cv_pipe releas hit,cv_pipe releas pipe,cv_pipe releas secur,cv_pipe residu reach,cv_pipe right hand,cv_pipe scaffold posit,cv_pipe slide caus,cv_pipe slip impact,cv_pipe spike seat,cv_pipe stage activ,cv_pipe standard cx,cv_pipe storm drainag,cv_pipe suffer clog,cv_pipe suspend approxim,cv_pipe tap right,cv_pipe thrown road,cv_pipe uncoupl sulfid,cv_pipe use hydraul,cv_pipe use hydrojet,cv_pipe ventil chimney,cv_pipelin gabl work,cv_pipett came break,cv_pipett sampl prepar,cv_piqu support shotcret,cv_piquero civil oper,cv_piston chain avoid,cv_pit 01 driver,cv_pit 831 level,cv_pit detach bank,cv_pit ii employe,cv_pit level 3450,cv_pit mr william,cv_pit pit ii,cv_pit tilt lodg,cv_pivot tube gener,cv_place 12 inch,cv_place access employe,cv_place air lanc,cv_place board rack,cv_place bolt mechan,cv_place bucket day,cv_place calibr mr,cv_place clean materi,cv_place clerk wear,cv_place close door,cv_place come iglu,cv_place employe rafael,cv_place endur suffer,cv_place energi releas,cv_place entri chute,cv_place event affect,cv_place feet stretcher,cv_place finger press,cv_place first cloth,cv_place floor litter,cv_place floor lose,cv_place left hand,cv_plate caus injuri,cv_plate empresa serv,cv_plate f1t 878,cv_point anoth insid,cv_point follow gp,cv_point identifi gp,cv_polyontus minor scoria,cv_posit front part,cv_posit ramp slide,cv_possibl avoid sting,cv_potion area around,cv_ppe requir activ,cv_presenc rock fragment,cv_press left hand,cv_press metal piec,cv_proceed leav work,cv_profil base tower,cv_project onto left,cv_project pulp caus,cv_project toward employe,cv_project vazant carri,cv_protect rop fop,cv_pulp caus injuri,cv_pump 02bp0166 chang,cv_pump hous ustul,cv_pump pipe clear,cv_quickli hurri back,cv_quickli possibl avoid,cv_radiu attack bee,cv_ramp slide excav,cv_ran 50 meter,cv_rcio rgio perform,cv_reach abdomen left,cv_reach left forearm,cv_reach right leg,cv_reaction activ follow,cv_reaction continu work,cv_reaction move away,cv_reaction return normal,cv_realiz fact oper,cv_realiz open access,cv_rear tire right,cv_rear tire skid,cv_rear wheel patrol,cv_reason cross left,cv_reason deriv natclar,cv_rebound hit right,cv_rebound left leg,cv_rebound particl left,cv_rebound rub oper,cv_receiv blow brace,cv_receiv bucket empti,cv_receiv effort employe,cv_receiv electr shock,cv_reconnaiss activ farm,cv_reduc load mechan,cv_reduc mix key,cv_reduc space work,cv_reduct tank d2055,cv_refer hospit consult,cv_refer medic center,cv_refug due orang,cv_releas load mud,cv_remain mesh wick,cv_remain posit front,cv_remov coil electr,cv_remov drill rod,cv_remov suction spool,cv_report feel pain,cv_report perform routin,cv_report upon initi,cv_reserv pump 02bp0167,cv_return citi pasco,cv_return initi posit,cv_return normal activ,cv_rgio perform pump,cv_right arm one,cv_right eye caus,cv_right foot caus,cv_right hand caus,cv_right hand gener,cv_right hand one,cv_right hand press,cv_right hand produc,cv_right leg caus,cv_right side vehicl,cv_right staff compani,cv_right superior part,cv_ring finger right,cv_road employe use,cv_road meter activ,cv_robson manoel da,cv_rock approx kg,cv_rock detach wall,cv_rock floor caus,cv_rock fragment personnel,cv_rock outcrop front,cv_rop fop time,cv_row 12 cell,cv_ruptur tube reserv,cv_safe area exit,cv_safeti belt complet,cv_safeti boot suffer,cv_safeti cone warn,cv_safeti glove pad,cv_safeti helmet chin,cv_sampl task potion,cv_saw bee carton,cv_second finger left,cv_sediment collect current,cv_see point identifi,cv_serra garrot team,cv_serv supervis cma,cv_shallow drainag saw,cv_sharpli side right,cv_shotcreterepentinament right superior,cv_side right staff,cv_side road employe,cv_silva attack bee,cv_sleev caus cut,cv_slide excav area,cv_slight burn right,cv_small wound left,cv_snake suffer sting,cv_soil sampl task,cv_sole boot caus,cv_sole left foot,cv_solut heat toward,cv_sound heard provok,cv_sound would correspond,cv_south mata target,cv_spill line locat,cv_spool flang bolt,cv_staff compani impromec,cv_staff throw floor,cv_stand ground equip,cv_start activ remov,cv_start oper design,cv_state highway give,cv_steel plate thick,cv_still wear glove,cv_stilson key 18,cv_sting belli jehovah,cv_sting forehead moment,cv_sting ran 50,cv_stoop deviat veget,cv_stop got vehicl,cv_storm evacu last,cv_strike left hand,cv_strong acid leach,cv_suction spool flang,cv_suddenli appear presenc,cv_suffer 02 sting,cv_suffer polyontus minor,cv_suffer sting forehead,cv_suffer twist left,cv_sulfur acid spill,cv_superior part crown,cv_supervis activ indic,cv_supervis cma carri,cv_supervisor evacu medic,cv_support left hand,cv_support mesh cloth,cv_support right gabl,cv_surpris two bite,cv_suspend height moment,cv_sustain shotcreterepentinament right,cv_taken hospit went,cv_target drainag serra,cv_task potion area,cv_team compos 04,cv_team compos felip,cv_team part block,cv_team stand ground,cv_thermal recoveri boiler,cv_third finger left,cv_third finger right,cv_thumb left hand,cv_thumb right hand,cv_time accid assist,cv_time accid collabor,cv_time accid drill,cv_time accid employe,cv_time accid injur,cv_time accid oper,cv_time accid team,cv_time accid truck,cv_time accid wore,cv_time accid worker,cv_time event collabor,cv_time event use,cv_time fragment rock,cv_time incid assist,cv_took bite neck,cv_took bite one,cv_top field hat,cv_toward employe reach,cv_tower old 50,cv_tower previous disassembl,cv_transfer medic center,cv_transfer medic servic,cv_transport consult 350,cv_travel 37km accord,cv_travel field evalu,cv_treat medic center,cv_truck oper notic,cv_truck plate f1t,cv_truck travel 37km,cv_tube reserv pump,cv_turn equip left,cv_turn sharpli side,cv_two collabor caus,cv_two worker compani,cv_type allerg reaction,cv_type safeti glove,cv_underground mine level,cv_unexpectedli climb oper,cv_unit transport consult,cv_upper bank 4288,cv_use equip anfoload,cv_use helmet safeti,cv_use leather glove,cv_use oxyfuel equip,cv_use ppe requir,cv_use respect epp,cv_use rubber glove,cv_use safeti belt,cv_use safeti boot,cv_use safeti glass,cv_use safeti glove,cv_use time incid,cv_ustul steam station,cv_vazant carri sediment,cv_vehicl follow road,cv_vehicl made use,cv_vehicl make driver,cv_vehicl move away,cv_vehicl see point,cv_verifi rock outcrop,cv_verifi type allerg,cv_wall gabl approx,cv_warehous help forklift,cv_warn side road,cv_wca compani leandro,cv_wear girdl goggl,cv_wear glove would,cv_wear safeti boot,cv_wear safeti glove,cv_wear safeti helmet,cv_went medic care,cv_went nearbi eyewash,cv_width road meter,cv_work area mean,cv_work complet leav,cv_work normal work,cv_work pipe impact,cv_work sustain shotcreterepentinament,cv_worker compani incimmet,cv_worker time accid,cv_worker use helmet,cv_worker wear safeti,cv_would correspond electr,cv_would enter forest,cv_zaro team compos
1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
