"Accident Level,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 99"
"1,-0.16249076228000617,0.0486699522619969,-0.04576626449431244,-0.14023009633130737,-0.1129720225734146,-0.2561845257388134,-0.1872976613476088,0.23221673929181538,-0.030047158563607616,0.2054376450526577,0.03543034284130523,-0.08024013297338235,0.09581685714932207,0.045624845661222935,-0.010814292209320947,-0.07640828741224188,-0.03991100096486901,-0.0025511316366885837,-0.13187492383938088,-0.07321542168134137,0.08151960431745178,-0.04782578903005311,0.01288263536499519,-0.17893736561956375,0.2734279823275038,0.10385805378226858,-0.3473994793174298,-0.24480269192472884,0.10788318644718904,-0.020061526349500605,-0.15265820601857022,0.28292438555141225,0.043528237429104354,0.12011134060785959,-0.12761570276741527,0.06816465819352552,0.0414705785162943,-0.10393360414003071,0.12382181758355153,-0.16868734369544605,-0.22337272390723228,-0.2954495529595174,0.15742839652260668,-0.2949364233124805,-0.15115013100991123,0.03151212340392368,-0.11891847540085253,-0.07293582210121186,-0.05693760759344226,-0.5528603954436747,-0.09407438759348895,0.07008673870739968,-0.14785152472751706,0.7816913186719543,-0.13095554964322792,-1.2602665960592658,0.007307161797622317,-0.30261883172084036,1.3215823667614084,0.3194176297830908,-0.050051839532036534,0.2478915775979036,0.1399622113492928,0.4011308953754212,0.41770247286675793,0.11467245049578578,0.09516909941540737,0.11015231466214907,-0.04140082136176428,-0.13686675931584383,-0.029925718143778413,-0.13908410503676064,0.07087757825655372,-0.15951872923362412,0.12190626252834734,0.07693146299080629,-0.00014057255803460352,0.17322786809190324,-0.2018811414753528,-0.10474832453397348,0.38881989597882094,-0.17751999745317,-0.2510460284645792,-0.08327116046443973,-0.7453142865806034,0.026516129458813292,0.340776266873275,0.0462525778106953,0.041531766421700776,-0.13770967832839998,-0.17268349347930206,0.14545725942834428,-0.15389218377439598,0.08174750010335916,0.02384002276353146,-0.11685360816160315,0.06584971084406502,-0.20094586225030453,0.42364397401137177,0.02975799556282398"
"1,-0.20613360797454203,0.21386478309120452,0.019486498087644577,0.11003260500729084,-0.005309507733077875,0.021729285163538798,0.013384069316089153,0.2623992125902857,0.08054972111131065,0.1113545324520341,0.13208559142159565,-0.0048823934713644645,-0.07890889826895935,0.2550257725108947,0.236483491483211,-0.16112674905785493,-0.03490838980568307,0.023800760199914554,-0.12469210755079985,-0.08032531916563,0.020868843055463264,-0.09740499832800456,-0.1735996791560735,0.16727377973230823,-0.08318917666162763,0.1451761443167925,-0.02082258097029158,-0.06123535953728216,0.09110889011727911,0.04963145768436204,0.13695645228394174,0.37180761054956485,-0.1729573882850153,0.0657467528113297,0.06322124928867977,0.10420074902607926,0.0965918179801,0.04398114204273692,0.15233660728803702,0.09177924426538604,0.02695468014904431,-0.24455335709665502,-0.095766629807518,-0.41155086018677267,0.14964214685772145,0.1460427647024127,-0.1808408581252609,-0.11720431830534446,-0.23585438927901642,-0.20546435969299637,0.07367171599928822,0.06325124234094151,0.05035238877670573,0.6040027160197496,-0.2397812714085116,-1.2571794691362552,-0.30900874820404817,-0.29863471458000795,0.914242044623409,0.09876795871449369,0.025167022191453725,0.14544253929385118,0.01378807079579149,0.2312734258760299,0.443062962698085,0.04437446388016854,0.19963689411192068,-0.2190083558005946,0.10850191418181307,-0.41079846157559324,-0.18921556270548276,-0.24453339805560453,0.19415778473817877,0.09000953635300643,0.18910274900762097,0.12344724851261292,0.10045757217864905,-0.11583813705614635,-0.37957178854516577,-0.21658496751583048,0.1636083529530359,0.01821757011514689,-0.31839701792757424,0.07762910545404468,-0.74750570793237,0.2426311747237508,0.43538382103932755,0.041704464703798294,-0.10398971049913339,-0.10317600032846842,0.08459372227246474,0.04352442853684936,-0.1789125669747591,-0.053001692901099365,-0.24507617212033697,0.0029802523287279265,0.16738342799778497,-0.18129989212112768,0.2511812527664006,-0.11163452128779941"
"1,-0.09244630082199971,0.11722160285959642,0.011122671763102214,-0.1879910397188117,-0.029442460369318725,-0.17228166336814563,-0.0026664661864439646,0.053976099006831646,-0.03154241551334659,0.16237540009121101,0.1443441666662693,-0.13512387002507845,0.3460860656574368,0.09920253464952111,0.12140517241011063,0.04429316533108552,0.10242299921810627,-0.11665293090045452,-0.1466203968351086,0.03416063239177068,0.38536785416460284,0.11657811575569213,-0.053453033634771906,-0.05352835815089444,0.2683176973213752,-0.012622350919991731,-0.17868070341646672,-0.20838371866072217,0.13327513312300046,-0.07027999982237816,-0.05952683538198471,0.129787644330645,0.17388860412562887,0.20879440195858479,0.008880443482970199,0.04342723426719507,-0.07068106445173422,-0.0541917643820246,0.18998063123629738,-0.06318286446233591,-0.12944141677580773,-0.058495231159031394,0.13474127089527124,-0.21204779787609976,0.07917532599531114,0.14246039974192778,0.005591433091710011,-0.04514983600626389,0.03451376262431343,-0.3798926989237467,-0.06624280164639156,0.1288534284986478,-0.20458410123052698,0.6400197983408967,-0.05109653249382973,-1.5266353378693263,-0.24565347125753761,-0.19323756615631282,1.1806352349619071,0.40991363671297826,0.1115173998599251,0.5980772635589043,-0.035599461290985346,0.3644101676841577,0.41506909700110556,0.0003927685669623315,0.23884647004306317,-0.0017033338566155483,0.12231176001951098,-0.24721343535929918,-0.13277374419849367,0.09424113295972347,0.15614406786238152,-0.11894026848021895,0.28904802991698186,-0.13344339282096673,0.00010153337692221006,0.18701633716312546,-0.15286370341976482,0.1273472341708839,0.35964189705749355,0.27263670166333515,-0.38577800237884124,-0.07026503154387077,-0.7802452395359675,-0.189108270034194,0.2048185666402181,0.051209200631516676,-0.10824129898101091,0.04244116552484532,-0.10763749619945884,0.0167606346309185,-0.03584504703370233,0.05627484547439963,-0.19140713658804695,0.09427531288626294,-0.07780033436914285,-0.14458501328869414,0.4481277677540978,-0.18065460125605265"
"1,-0.11038123159932922,0.010660773002595271,0.034636318127905845,-0.1647142993707983,0.009461017101475934,0.04111011712899748,-0.08145773727095353,0.16984865489363107,-0.11510312022588584,-0.0284126098399525,0.1654142456234626,-0.05652017372150747,0.21383721258201338,0.06232526441508869,0.058046151883900166,-0.13466254923984688,-0.10791266189431245,0.12124747273354035,-0.20317211557390555,-0.13448031454013204,0.3294589644438534,-0.13008811017322652,0.021870259151635867,-0.022171456076837372,0.1723980040482755,-0.03842753235180423,-0.07764516946560931,-0.16723836503729647,0.26860720790782067,-0.07424877702592397,-0.07414181070085966,0.19306141093487517,-0.09142530248236824,-0.04268149051920704,0.029509974151568592,0.01362799863629746,0.047401697585745806,-0.028627740081404073,0.15717756821123777,0.027827724196095863,-0.32863378418468925,-0.15069505649636378,0.19934619255012498,-0.24016288158325655,-0.03453232816481998,0.08315360442436528,-0.05236635652353179,-0.1679685956420693,-0.10213326063130121,-0.3432318471582993,0.0315096221231627,0.0389782608951275,-0.04119805076141965,0.6131625835836496,0.001847567563911654,-1.2403086689915859,-0.10288184803892982,-0.07490026334054628,0.8957335855811834,0.29802205898570566,-0.07872479887819796,0.3644651505604105,-0.10777257876646407,0.3244349277371822,0.31356333870054137,0.08229835492883862,0.05344449159390521,0.14837252643433804,0.01460371871109841,-0.07913658335664363,-0.008643282698203792,-0.13130815116302022,-0.03259711276810124,-0.24477920501563205,0.23053769739168994,-0.15876203740261635,-0.0872029540840677,0.041106962124412914,-0.16332835207675706,-0.0525242313654777,0.2750269833179015,-0.18051561735623148,-0.28162852552596407,-0.016838905067657523,-0.6435748011857834,-0.057982091633778696,0.2746670532198447,0.1155807097565453,0.04568082414444466,-0.14635634436359946,-0.12972241462612488,0.15067353008209533,0.03357250498221168,0.03881855163160922,-0.11501941666499062,-0.06235339212723358,0.005564950564700477,-0.11864639671062524,0.5266002546644436,-0.017707415592839133"
"4,-0.08683733895421028,0.08846621889621019,-0.04089470246806741,-0.14003118161112071,-0.10019183202181012,0.01698073888197541,0.019211322832852602,0.19889693406410516,-0.25223409952013753,0.09804832055699081,0.3042202417552471,0.03904704347252846,0.06276135973632335,-0.05541617892682552,0.2211915227980353,-0.1447965208441019,-0.06807490341365337,0.06567309491802006,-0.23140593811869622,0.05363719785353169,0.27845351869240403,-0.017960683945566415,0.09721902031451464,0.22269497675821184,0.24322094095870853,0.07432038120925427,-0.03500260580331087,-0.31392260272055866,0.22402089145965876,0.03946412499062717,-0.017926759691908954,0.26838495273143054,0.0658764380775392,-0.09374281162396074,-0.016544640846550464,0.07995441476348787,0.18077354637905954,0.17931417939893435,0.0164821957051754,0.22640593795338645,-0.03370722834952176,-0.26805332526681014,0.06795956023037433,-0.2703435231000185,-0.011691176183521747,-0.04675467230379581,0.02129209950566292,-0.18568768061697483,-0.15125895895063876,-0.24457336670020596,-0.008315458577126265,-0.16683288066938984,-0.016695763366296888,0.677391977114603,-0.012349497601389885,-1.3562967950105667,-0.18242357866372913,-0.14633468428626656,0.9562898293230683,0.4490794979780912,0.10361860014498234,0.31397673961822875,-0.10918987031560391,0.29330640479922293,0.2674158360715955,0.201598201172892,0.13745432247407735,0.0820820752880536,0.12662076069507747,-0.08654184207320213,-0.19640687570907175,0.030142191611230374,-0.014145317920483649,0.07189449765253812,0.23457305829972028,-0.10199508011341095,0.018180667900014668,-0.03374788016080856,-0.23268506225198507,-0.051757921669632195,0.3211838825047016,-0.02272728047799319,-0.38748047932982443,-0.05143131889402866,-0.5322559988126159,-0.14196600884199143,0.21908783401595427,-0.13075631814077496,0.09537300154566765,0.057551739271730185,-0.088809419516474,0.09789976758882403,-0.042230411199852824,-0.004056079387664795,-0.2148466381430626,0.05981896160636097,-0.07321687502786517,-0.20022496765013784,0.45244533985853197,-0.2539495584741235"
"1,-0.15874815305384496,-0.08352633600588888,0.0008399149713416895,-0.13105625201327106,-0.08860883140005171,0.009295376017689705,-0.006442589782333623,0.286046460038051,0.15336416956658164,0.0987761184417953,-0.018090295294920605,0.13589422075892799,0.14076237520202994,0.05303887169187268,0.11541845633958776,-0.10693173696442197,0.08889595931395888,0.08117590277106501,0.026705533692923684,-0.15320845840809247,-0.0025314074009656906,-0.007050471884819369,-0.3348040000225107,-0.19772396058154604,0.17452433779059598,0.34613191708922386,-0.24745455607383823,-0.13789204050165912,0.2911096257933726,-0.1529594319872558,0.10049704229459167,0.14022391413648924,0.051750039720597364,-0.0007625382083157698,-0.03578583562436203,-0.046981332978854574,0.08466063426264252,-0.09139508397007982,0.19233107784142098,1.404403398434321e-05,0.06317716805885236,-0.17031191452406347,-0.06579644558951259,-0.282406668489178,0.08006666763685644,0.17563670594245195,-0.07313010552509998,-0.11214674590155482,-0.16708470461890101,-0.3411150473014762,0.01954241671289007,0.21598553651104643,-0.012987250306953987,0.6927333281685909,-0.11901024697969358,-1.0357275623828173,-0.024150213692337275,-0.32700079260393977,0.9357281633031865,0.20112742939575887,0.1418668325835218,0.4657287954663237,0.10106033307965845,0.316513210379829,0.36860263501876034,0.02505964293474487,0.26336803240095225,-0.1964196638825039,0.02526408286454777,-0.26244870961333316,-0.13788854066903392,-0.1634488319978118,0.21455845632590353,0.057869622794290386,0.21168124862015247,0.07424770466362436,0.017423331994602147,0.08367946026070665,-0.2661731222178787,0.08236166865875323,0.389749667296807,0.08283065104236205,-0.32032341479013365,0.19480570886904994,-0.8614495502163967,-0.09018062939867377,0.41269783047027886,0.09725991745168965,-0.3048521705592672,0.13994321091255793,-0.0918969987348343,0.0925849131308496,-0.09560725279152393,-0.015637042233720422,0.12270786970232923,0.0653895625534157,0.09155292795427765,-0.18033372478870055,0.27640646742656827,-0.014598090764290342"
"1,-0.18813404318114574,0.06722168573601679,-0.018506511291806502,-0.17887665559961038,-0.07420827346769246,0.11704263709146868,-0.0024437458513685588,0.22688405122607946,-0.10935263860632073,-0.013539272106506607,-0.010993869763545015,0.12290958738462492,0.24752145192839883,0.13371277143332091,0.07446031814271753,0.003963910381902348,-0.039921590889042076,0.09717527345161546,0.021974588321013885,-0.11249717748300596,0.26112299954349344,-0.04223210161382502,0.06504222941161557,0.013499777965162966,0.31721681796691636,0.08737626705657352,-0.3263795385983857,-0.19683986318043686,0.23996713164855132,-0.2905290929431265,-0.11645332766188816,0.09762273182753813,-0.10554617986252363,0.03548590788109736,-0.09578405132263222,0.09656986729665236,0.06811209268529307,-0.00530336390842091,0.19308069794946772,-0.14844041046771136,-0.3290038217197765,-0.30485604297031055,-0.048700632696801964,-0.30459573115645483,0.06239049881696701,-0.07708108992400495,-0.043426219395107844,-0.23743782033720476,-0.009743942434645513,-0.5201085501096465,0.049907184121283615,0.03539186057142532,0.02273797847076573,0.7724704518914223,0.03727740929885344,-1.755527174608274,-0.11874930560588837,-0.08231480294753882,1.1158240952275016,0.24673640795729376,-0.08031573214314201,0.4290135938843543,-0.20627518281848592,0.2160070033066652,0.37075518003918906,0.04979654537005858,0.24979631636630406,-0.06795219176406549,0.07756586830047044,-0.31634922562675044,-0.08506583128209141,-0.17704813707281242,-0.006393121820027855,-0.23693099702623757,0.1437720422717658,-0.051728135059502994,-0.03246304308148948,0.007808003278279846,-0.2365700009871613,0.006059682335365902,0.542735135267404,0.11468313647095453,-0.39968172227963805,-0.06897674484009092,-0.8440117422829975,-0.2502959624610164,0.2671682716939937,0.030544546517458828,0.06618645245378668,-0.10508547676727176,-0.22713781889020043,0.006748141212896867,0.06853926960717548,-0.045863906387239695,-0.21450995196673003,-0.16515235759487207,0.1592659162018787,0.014331799931824207,0.31021927102384245,-0.005260502072897824"
"1,-0.07860332245335859,0.009171649046680507,0.17727676141486667,-0.0719408779131139,-0.04145505580612842,-0.12556530529742732,-0.022436886532780004,0.32832791760344715,0.02467348612844944,0.24561641186557928,0.15989906275097063,0.17398411883315182,0.1736147954566952,0.02307609178344993,0.1400767045424265,-0.17873035655493902,0.03319482269751675,-0.03935036713408087,-0.03718020854627385,-0.11989178913919364,0.21409732749795213,-0.041899321162525344,0.13263405684162588,0.06355555328157018,0.12186876481727642,-0.03746885159874663,-0.09791091158438255,-0.019552444053046843,0.14700707424815526,-0.07484989040805136,-0.04142038236022927,0.26393817677436504,-0.037533960839295215,0.038037383271490824,0.05231511998264229,-0.04269738155691063,0.059089097149861866,-0.16884805612704334,0.2558540594490135,-0.05022203204605509,-0.07683351575670873,-0.18533248989842832,-0.0633149247698705,-0.3673485262757715,-0.05126294318367453,0.08716737919980112,-0.044002119616112285,-0.14564106544917998,-0.163776295588297,-0.30702835452907223,-0.18232460577479181,0.03833362065693911,-0.13945182243033366,0.6655194668975823,0.015073559849577792,-0.926430877078982,-0.29222276634262767,-0.08701761239482199,0.9060585494769517,0.19654631951604695,0.23841379952671773,0.17677676502396078,-0.03705785292036393,0.181577392251176,0.3348791762802969,0.10403364951557972,0.254370674600496,-0.03016353042467552,0.20412613264189156,-0.0005573042777969557,-0.2256493820425342,0.024613410453586018,0.19627211897579186,-0.0781168565427994,0.24848452625412712,0.011617715758107165,0.2100879800855182,-0.10996554623809918,-0.3898235460236559,-0.004004794611212085,0.2824020318906097,-0.08419799749219023,-0.48565876966013627,-0.1205234370632645,-0.4458685929284376,0.08466109239003237,0.3932702600226655,-0.1179043573929983,-0.09097899649949635,0.006954615826115888,-0.039636822828256035,0.1797381954623715,-0.024614323587978586,0.11271567500251181,-0.07353443515432231,0.044926793478867584,0.011956824592369445,-0.15736950257354798,0.2874679103055421,-0.16617417924434824"
"1,0.08713526800274848,0.3123065362373988,0.18804066131512323,0.03751056969437438,-0.3189936657746633,0.16481733303517104,-0.2056603705820938,0.19354852583880225,0.005290202796459198,-0.1392327344045043,-0.12954587241013846,0.2143357959886392,0.3328651321431001,0.017991597205400466,0.18912539929151534,-0.1708978654195865,-0.27832513600587844,0.04369206676880519,-0.2874957298239072,0.12803964209742844,0.15629571905980508,-0.009228866671522458,-0.07419665561368068,0.15172233457366627,-0.05257520079612732,-0.0833016609152158,-0.11480000217755636,-0.27591266532739006,0.1946259987540543,-0.25358926728367803,0.14557733833789827,0.24063860767831405,-0.019515045794347922,-0.07505413542191187,-0.11024173398812612,0.2043546661734581,0.13109333366155623,0.005055199687679608,-0.07097460031509399,0.15946053192019463,-0.1484175351758798,-0.08464983571320772,-0.016453604275981585,-0.31916806747515997,0.2218450654918949,0.12440686747431755,0.3249033331871033,0.007091200972596804,-0.19483426200846832,-0.6722557246685028,0.1061868696163098,-0.3562793383995692,-0.017458004349221786,0.7192340046167374,0.22408785289153457,-1.4698748160153627,0.11638879738748073,-0.40081600230187175,1.0233573327461878,0.23348533970614274,0.02495800033211708,0.5482226630051931,-0.1775638664762179,-0.06087506959835688,0.37551066776116687,0.14901326994101208,0.2556779358536005,-0.24650766029953958,0.14376405954826624,-0.15973766793807348,-0.11743320127328237,-0.15392357790842653,-0.046776663760344186,-0.12164259602626165,0.23158167054255804,0.0832101970911026,-0.19684639299909273,0.04853213479121526,-0.3834097981452942,0.025251803795496623,0.5408213889847199,0.07518358634163937,-0.2575663234417637,0.06437673270702363,-0.9094772011041641,-0.42869132893780865,-0.08742606888214748,-0.015346202502648036,-0.09265567179148396,0.06631246606508891,0.016822132964928946,0.022314066315690675,0.04956559824446837,-0.007273959678908189,-0.2287879337867101,0.1610375372072061,0.2987063333392143,-0.1646409071671466,0.44188532046973705,-0.31474331569237013"
"1,-0.07976955330506076,0.15367926279192462,0.08187644430162276,-0.14384340933140585,0.01738732064361958,0.11570411728804603,-0.0269430261105299,0.28280980607857653,0.052885584149728805,0.14157556074068828,0.223232110907488,0.01996050134082051,0.11590623310493196,-0.014507950228803298,0.1253524121335324,-0.11732432709130294,0.06705176200279418,0.08163641846862019,-0.15725911849671426,-0.014289056663127506,0.2053984927753096,0.15965497581397786,-0.08370349338271327,-0.0933504131184343,0.2041865137837115,0.07193453193587415,-0.2340374662376502,-0.22137835695791772,0.14025226314826048,-0.12547650617574724,-0.004179012687767253,0.15876846573562087,0.0374319991644691,0.15642940965207183,-0.0446527363075053,0.06509282908818396,-0.022969295873361474,0.15540470673209605,0.1743917959564201,0.014630033251117258,-0.08024679694105596,-0.2483485605677261,-0.0709214407731505,-0.33071508850244913,0.005723408067270237,0.19479726594598853,-0.06485717743635178,0.02094975290546084,-0.03655579384854611,-0.3125348798930645,-0.003873997641836896,0.01247820258140564,-0.015616704545476857,0.7680861124330584,-0.03660379240618033,-1.5105929418521769,-0.1660555415266358,-0.0887147922287969,1.1310253912473427,0.3280505073832019,0.011240497727960567,0.3794534970074892,-0.021471676252344075,0.22349141225876176,0.5095474076292971,0.08003576739472062,0.20322334787873414,-0.06316603172351332,0.09221132450244006,-0.08380353439818411,-0.16995447019443793,-0.051118324510753155,0.10926829824936302,-0.09042884891524035,0.2313949101988007,-0.047501559314482356,0.06881428819478434,0.008499768480439396,-0.16992620543083725,0.03553197198711774,0.317207267124425,-0.006201412145267515,-0.3220727941678727,0.026042704744374052,-0.7315964075353216,-0.1203586794435978,0.22722338222186356,-0.09033546957653016,-0.0720577603616916,-0.044634205891805535,-0.0163632347522413,-0.03862082180293167,-0.005256637862390455,0.0026534976547255237,-0.13270023410372875,0.07505323522833779,0.051077938268837685,-0.051733891424887324,0.48649552705533367,0.012265532989712322"
